STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,SCALE,Scale,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,JPN,Japan,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,20.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,EST,Estonia,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,13.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,COL,Colombia,TRUST_LE,Trust legislature,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,11,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,KOR,Korea,TRUST_LG,Trust in local government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,48.69,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,JPN,Japan,TRUST_PE_INT,"Political efficacy, confident that political system allows them to have a say",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,28.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUS,Australia,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,8.34,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,EST,Estonia,TRUST_LE,Trust legislature,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,40.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,17.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,TRUST_CL,Trust in courts and legal system,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,56.94,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUT,Austria,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,46.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUS,Australia,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,37.62,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,COL,Colombia,TRUST_LG,Trust in local government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,21.77,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,JPN,Japan,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,37.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NLD,Netherlands,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,20.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FRA,France,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,36,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NOR,Norway,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NLD,Netherlands,PE_SWGD,"Political efficacy, having a say in what the government does",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,9.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,CAN,Canada,TRUST_LE,Trust legislature,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,43.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,14.06,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,MEX,Mexico,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,1.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NOR,Norway,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,44.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FRA,France,PE_SWGD,"Political efficacy, having a say in what the government does",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,7.11,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,17.48,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,CZE,Czechia,PE_SWGD,"Political efficacy, having a say in what the government does",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,3.74,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FRA,France,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,9.95,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUT,Austria,TRUST_CS,Trust in civil service,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,45.44,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,ISL,Iceland,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,EST,Estonia,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,16.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,POL,Poland,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,24.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,SVK,Slovak Republic,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,30.75,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,ESP,Spain,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,38.86,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,TRUST_CS_INNO,Trust in civil service: government agency adopts innovative ideas,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,88,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,KOR,Korea,TRUST_PE_INT,"Political efficacy, confident that political system allows them to have a say",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,55.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NLD,Netherlands,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,33.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,PRT,Portugal,TRUST_PE_INT,"Political efficacy, confident that political system allows them to have a say",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,28.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,JPN,Japan,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,31.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUT,Austria,TRUST_NG,Trust in national government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,25.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,LVA,Latvia,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,16.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,TRUST_CL,Trust in courts and legal system,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,68.07,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NLD,Netherlands,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,62.06,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,COL,Colombia,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,53.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,CAN,Canada,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,UNL,Unlikely,TDG,Trust and democratic governance,2021,,30.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NOR,Norway,PE_SWGD,"Political efficacy, having a say in what the government does",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,20.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,DNK,Denmark,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,11.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,CHE,Switzerland,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,90.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NLD,Netherlands,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,69.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,IRL,Ireland,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FIN,Finland,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,39.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,SWE,Sweden,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,44.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,CAN,Canada,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,8.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,ISL,Iceland,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,LIK,Likely,TDG,Trust and democratic governance,2021,,33.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUS,Australia,TRUST_CS,Trust in civil service,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,45.84,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NZL,New Zealand,TRUST_LE,Trust legislature,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,47.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,CAN,Canada,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,DK,Don't know,TDG,Trust and democratic governance,2021,,9.69,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,FIN,Finland,TRUST_PE_INT,"Political efficacy, confident that political system allows them to have a say",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,28.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,IRL,Ireland,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,NEU,Neutral,TDG,Trust and democratic governance,2021,,24.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,NOR,Norway,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,86.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,AUS,Australia,TRUST_LG,Trust in local government,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,43.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,CZE,Czechia,SAD,Satisfaction with democracy,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,58.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,DNK,Denmark,TRUST_CS,Trust in civil service,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,51.95,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,COL,Colombia,TRUST_CS,Trust in civil service,PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,HMH,High and moderately high,TDG,Trust and democratic governance,2021,,19.94,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023(1.0),"Trust and democratic governance - Government at a glance quantitative indicators, 2023 edition",I,A,Annual,BEL,Belgium,TRUST_PE_EXT,"Political efficacy, having a say in what the government does, OECD Trust Survey",PT_RESP,Percentage of respondents,_Z,Not applicable,2023,2023,CON,Confident,TDG,Trust and democratic governance,2021,,34.1,,A,Normal value,0,Units,_Z,Not applicable,,
